metric,value,step,wall_time
training loss per epoch,2.477415499687195,1.0,2022-10-19 12:15:00.0
accuracy per epoch,11.88,1.0,2022-10-19 12:40:00.0
training loss per epoch,2.477415499687195,1.0,2022-10-19 12:15:00.0
accuracy per epoch,11.24,1.0,2022-10-19 12:40:00.0
training loss per epoch,2.477415499687195,1.0,2022-10-19 12:15:00.0
accuracy per epoch,10.56,1.0,2022-10-19 12:40:00.0
