metric,value,step,wall_time
training loss per epoch,0.6166570454835891,1.0,2022-10-19 07:31:37.393495040
accuracy per epoch,80.76,1.0,2022-10-19 07:34:30.393654784
training loss per epoch,0.6166570454835891,1.0,2022-10-19 07:31:37.393495040
accuracy per epoch,80.54,1.0,2022-10-19 07:34:30.393654784
training loss per epoch,0.6166570454835891,1.0,2022-10-19 07:31:37.393495040
accuracy per epoch,81.23,1.0,2022-10-19 07:34:30.393654784
